,case:concept:name,concept:name,org:resource,time:timestamp,start time,seriousness,customer,product,seriousness_2,service_level,service_type,workgroup
12255,Case 2619,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,29:28.0,Value 1,Value 16,Value 3,Value 1,Value 2,Value 1,Value 1
12275,Case 2623,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,06:19.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
12277,Case 2623,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,32:04.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
12280,Case 2623,Closed,Value 5,2006-12-05 00:00:00+00:00,10:33.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
12279,Case 2623,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,28:20.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
12278,Case 2623,Wait,Value 1,2006-12-05 00:00:00+00:00,51:36.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
12276,Case 2623,Wait,Value 2,2006-12-05 00:00:00+00:00,11:51.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
12567,Case 2686,Take in charge ticket,Value 14,2006-12-05 00:00:00+00:00,35:31.0,Value 1,Value 32,Value 1,Value 2,Value 3,Value 1,Value 1
12568,Case 2686,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,07:54.0,Value 1,Value 32,Value 1,Value 2,Value 3,Value 1,Value 1
12569,Case 2686,Closed,Value 3,2006-12-05 00:00:00+00:00,08:13.0,Value 1,Value 32,Value 1,Value 2,Value 3,Value 1,Value 1
12418,Case 2655,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,40:21.0,Value 1,Value 163,Value 1,Value 1,Value 2,Value 1,Value 2
12417,Case 2655,Wait,Value 12,2006-12-05 00:00:00+00:00,48:25.0,Value 1,Value 163,Value 1,Value 1,Value 2,Value 1,Value 2
12416,Case 2655,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,27:00.0,Value 1,Value 163,Value 1,Value 1,Value 2,Value 1,Value 2
12415,Case 2655,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,33:26.0,Value 1,Value 163,Value 1,Value 1,Value 2,Value 1,Value 2
12419,Case 2655,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,40:31.0,Value 1,Value 163,Value 1,Value 1,Value 2,Value 1,Value 2
12420,Case 2655,Closed,Value 5,2006-12-05 00:00:00+00:00,40:34.0,Value 1,Value 163,Value 1,Value 1,Value 2,Value 1,Value 2
12496,Case 2669,Closed,Value 5,2006-12-05 00:00:00+00:00,04:34.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12495,Case 2669,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,03:55.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12494,Case 2669,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,03:54.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12493,Case 2669,Take in charge ticket,Value 10,2006-12-05 00:00:00+00:00,44:34.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12492,Case 2669,Resolve ticket,Value 10,2006-12-05 00:00:00+00:00,56:52.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12491,Case 2669,Take in charge ticket,Value 10,2006-12-05 00:00:00+00:00,06:35.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12490,Case 2669,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,54:21.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12439,Case 2659,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,05:24.0,Value 1,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1
12438,Case 2659,Wait,Value 2,2006-12-05 00:00:00+00:00,57:56.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12437,Case 2659,Wait,Value 2,2006-12-05 00:00:00+00:00,57:56.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12436,Case 2659,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,28:39.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12435,Case 2659,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,27:41.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
12440,Case 2659,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,05:41.0,Value 1,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1
12441,Case 2659,Closed,Value 3,2006-12-05 00:00:00+00:00,05:56.0,Value 1,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1
19650,Case 4219,Wait,Value 13,2006-12-05 00:00:00+00:00,11:13.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19649,Case 4219,Take in charge ticket,Value 13,2006-12-05 00:00:00+00:00,51:17.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19648,Case 4219,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,00:41.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19647,Case 4219,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,00:23.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19651,Case 4219,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,08:25.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19652,Case 4219,Closed,Value 5,2006-12-05 00:00:00+00:00,10:34.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19363,Case 4156,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,00:35.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19366,Case 4156,Closed,Value 3,2006-12-05 00:00:00+00:00,25:53.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19365,Case 4156,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,25:38.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19364,Case 4156,Wait,Value 9,2006-12-05 00:00:00+00:00,12:41.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19362,Case 4156,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,13:36.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
19940,Case 4280,Closed,Value 5,2006-12-05 00:00:00+00:00,10:51.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19939,Case 4280,Resolve ticket,Value 15,2006-12-05 00:00:00+00:00,51:39.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19938,Case 4280,Take in charge ticket,Value 15,2006-12-05 00:00:00+00:00,16:20.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19937,Case 4280,Wait,Value 15,2006-12-05 00:00:00+00:00,11:29.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19936,Case 4280,Take in charge ticket,Value 15,2006-12-05 00:00:00+00:00,09:40.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19935,Case 4280,Wait,Value 2,2006-12-05 00:00:00+00:00,17:53.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19934,Case 4280,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,17:38.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19933,Case 4280,Wait,Value 15,2006-12-05 00:00:00+00:00,42:42.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19932,Case 4280,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,13:14.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19931,Case 4280,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,12:51.0,Value 1,Value 30,Value 1,Value 1,Value 3,Value 1,Value 1
19726,Case 4235,Closed,Value 5,2006-12-05 00:00:00+00:00,01:04.0,Value 1,Value 88,Value 1,Value 2,Value 2,Value 1,Value 1
19724,Case 4235,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,58:32.0,Value 1,Value 88,Value 1,Value 2,Value 2,Value 1,Value 1
19725,Case 4235,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,58:42.0,Value 1,Value 88,Value 1,Value 2,Value 2,Value 1,Value 1
19757,Case 4243,Insert ticket,Value 5,2006-12-05 00:00:00+00:00,58:19.0,Value 1,Value 92,Value 9,Value 3,Value 4,Value 2,Value 3
19758,Case 4243,Assign seriousness,Value 16,2006-12-05 00:00:00+00:00,12:20.0,Value 1,Value 92,Value 9,Value 2,Value 2,Value 2,Value 3
19761,Case 4243,Closed,Value 5,2006-12-05 00:00:00+00:00,20:30.0,Value 1,Value 92,Value 9,Value 2,Value 2,Value 2,Value 3
19760,Case 4243,Resolve ticket,Value 16,2006-12-05 00:00:00+00:00,19:52.0,Value 1,Value 92,Value 9,Value 2,Value 2,Value 2,Value 3
19759,Case 4243,Take in charge ticket,Value 16,2006-12-05 00:00:00+00:00,12:36.0,Value 1,Value 92,Value 9,Value 2,Value 2,Value 2,Value 3
18893,Case 4049,Closed,Value 5,2006-12-05 00:00:00+00:00,20:32.0,Value 1,Value 126,Value 7,Value 1,Value 2,Value 1,Value 2
18891,Case 4049,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,48:50.0,Value 1,Value 126,Value 7,Value 1,Value 2,Value 1,Value 2
18890,Case 4049,Wait,Value 12,2006-12-05 00:00:00+00:00,36:02.0,Value 1,Value 126,Value 7,Value 1,Value 2,Value 1,Value 2
18889,Case 4049,Take in charge ticket,Value 12,2006-12-05 00:00:00+00:00,28:19.0,Value 1,Value 126,Value 7,Value 1,Value 2,Value 1,Value 2
18888,Case 4049,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,08:11.0,Value 1,Value 126,Value 7,Value 1,Value 2,Value 1,Value 2
18892,Case 4049,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,49:29.0,Value 1,Value 126,Value 7,Value 1,Value 2,Value 1,Value 2
19004,Case 4075,Insert ticket,Value 19,2006-12-05 00:00:00+00:00,41:44.0,Value 1,Value 284,Value 3,Value 1,Value 2,Value 1,Value 1
18719,Case 4012,Closed,Value 5,2006-12-05 00:00:00+00:00,40:12.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
18718,Case 4012,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,07:43.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
18717,Case 4012,Wait,Value 2,2006-12-05 00:00:00+00:00,38:28.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
18716,Case 4012,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,38:11.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
18715,Case 4012,Wait,Value 2,2006-12-05 00:00:00+00:00,37:56.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
18714,Case 4012,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,53:13.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
18713,Case 4012,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,43:55.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
18712,Case 4012,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,09:27.0,Value 1,Value 389,Value 2,Value 1,Value 2,Value 1,Value 1
19005,Case 4075,Assign seriousness,Value 19,2006-12-05 00:00:00+00:00,45:42.0,Value 1,Value 284,Value 3,Value 1,Value 2,Value 1,Value 1
19006,Case 4075,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,17:37.0,Value 1,Value 284,Value 3,Value 1,Value 2,Value 1,Value 1
19007,Case 4075,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,18:34.0,Value 1,Value 284,Value 3,Value 1,Value 2,Value 1,Value 1
19008,Case 4075,Closed,Value 5,2006-12-05 00:00:00+00:00,50:29.0,Value 1,Value 284,Value 3,Value 1,Value 2,Value 1,Value 1
19176,Case 4114,Closed,Value 5,2006-12-05 00:00:00+00:00,42:47.0,Value 1,Value 215,Value 2,Value 1,Value 2,Value 1,Value 1
19175,Case 4114,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,42:41.0,Value 1,Value 215,Value 2,Value 1,Value 2,Value 1,Value 1
19299,Case 4142,Closed,Value 5,2006-12-05 00:00:00+00:00,30:34.0,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1
19297,Case 4142,Wait,Value 1,2006-12-05 00:00:00+00:00,03:25.0,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1
19298,Case 4142,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,24:38.0,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1
19296,Case 4142,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,31:56.0,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1
19295,Case 4142,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,07:48.0,Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1
19174,Case 4114,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,36:31.0,Value 1,Value 215,Value 2,Value 1,Value 2,Value 1,Value 1
19172,Case 4114,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,54:27.0,Value 1,Value 215,Value 2,Value 1,Value 2,Value 1,Value 1
19166,Case 4112,Closed,Value 5,2006-12-05 00:00:00+00:00,39:04.0,Value 1,Value 148,Value 3,Value 2,Value 3,Value 1,Value 1
19165,Case 4112,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,38:44.0,Value 1,Value 148,Value 3,Value 2,Value 3,Value 1,Value 1
19164,Case 4112,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,38:43.0,Value 1,Value 148,Value 3,Value 2,Value 3,Value 1,Value 1
19163,Case 4112,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,34:31.0,Value 1,Value 148,Value 3,Value 2,Value 3,Value 1,Value 1
19173,Case 4114,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,54:39.0,Value 1,Value 215,Value 2,Value 1,Value 2,Value 1,Value 1
20985,Case 4503,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,49:52.0,Value 1,Value 52,Value 1,Value 1,Value 3,Value 1,Value 1
20986,Case 4503,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,53:45.0,Value 1,Value 52,Value 1,Value 1,Value 2,Value 1,Value 1
20987,Case 4503,Wait,Value 9,2006-12-05 00:00:00+00:00,32:08.0,Value 1,Value 52,Value 1,Value 1,Value 2,Value 1,Value 1
20988,Case 4503,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,20:30.0,Value 1,Value 52,Value 1,Value 1,Value 2,Value 1,Value 1
20990,Case 4503,Closed,Value 5,2006-12-05 00:00:00+00:00,30:25.0,Value 1,Value 52,Value 1,Value 1,Value 2,Value 1,Value 1
20989,Case 4503,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,20:38.0,Value 1,Value 52,Value 1,Value 1,Value 2,Value 1,Value 1
20678,Case 4436,Closed,Value 5,2006-12-05 00:00:00+00:00,10:26.0,Value 1,Value 222,Value 2,Value 1,Value 2,Value 2,Value 2
20677,Case 4436,Resolve ticket,Value 6,2006-12-05 00:00:00+00:00,00:08.0,Value 1,Value 222,Value 2,Value 1,Value 2,Value 2,Value 2
20710,Case 4442,Closed,Value 5,2006-12-05 00:00:00+00:00,00:32.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20709,Case 4442,Resolve ticket,Value 7,2006-12-05 00:00:00+00:00,04:57.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20708,Case 4442,Take in charge ticket,Value 7,2006-12-05 00:00:00+00:00,04:42.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20707,Case 4442,Wait,Value 2,2006-12-05 00:00:00+00:00,01:28.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20706,Case 4442,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,01:19.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20705,Case 4442,Wait,Value 7,2006-12-05 00:00:00+00:00,25:42.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20704,Case 4442,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,41:58.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20703,Case 4442,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,41:52.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20702,Case 4442,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,41:52.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
20701,Case 4442,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,01:54.0,Value 1,Value 227,Value 3,Value 1,Value 2,Value 1,Value 1
21259,Case 4564,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,09:04.0,Value 1,Value 331,Value 3,Value 1,Value 2,Value 1,Value 1
21271,Case 4565,Closed,Value 5,2006-12-05 00:00:00+00:00,50:28.0,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1
21270,Case 4565,Resolve ticket,Value 16,2006-12-05 00:00:00+00:00,55:27.0,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1
21269,Case 4565,Take in charge ticket,Value 16,2006-12-05 00:00:00+00:00,52:31.0,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1
21268,Case 4565,Assign seriousness,Value 15,2006-12-05 00:00:00+00:00,49:39.0,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1
21267,Case 4565,Assign seriousness,Value 15,2006-12-05 00:00:00+00:00,49:35.0,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1
21266,Case 4565,Insert ticket,Value 15,2006-12-05 00:00:00+00:00,48:50.0,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1
21265,Case 4564,Closed,Value 5,2006-12-05 00:00:00+00:00,08:06.0,Value 1,Value 331,Value 3,Value 1,Value 2,Value 1,Value 1
21264,Case 4564,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,07:49.0,Value 1,Value 331,Value 3,Value 1,Value 2,Value 1,Value 1
21263,Case 4564,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,07:43.0,Value 1,Value 331,Value 3,Value 1,Value 2,Value 1,Value 1
21262,Case 4564,Wait,Value 2,2006-12-05 00:00:00+00:00,24:51.0,Value 1,Value 331,Value 3,Value 1,Value 2,Value 1,Value 1
21261,Case 4564,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,24:44.0,Value 1,Value 331,Value 3,Value 1,Value 2,Value 1,Value 1
21260,Case 4564,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,12:08.0,Value 1,Value 331,Value 3,Value 1,Value 2,Value 1,Value 1
20676,Case 4436,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,23:39.0,Value 1,Value 222,Value 2,Value 1,Value 2,Value 2,Value 2
21144,Case 4538,Closed,Value 5,2006-12-05 00:00:00+00:00,20:15.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 2
21143,Case 4538,Resolve ticket,Value 16,2006-12-05 00:00:00+00:00,20:01.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 2
21142,Case 4538,Take in charge ticket,Value 6,2006-12-05 00:00:00+00:00,40:51.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 2
21141,Case 4538,Take in charge ticket,Value 6,2006-12-05 00:00:00+00:00,40:51.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 2
21140,Case 4538,Take in charge ticket,Value 6,2006-12-05 00:00:00+00:00,08:00.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 2
21139,Case 4538,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,14:48.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 2
21170,Case 4544,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,28:28.0,Value 1,Value 77,Value 1,Value 2,Value 3,Value 1,Value 1
21169,Case 4544,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,55:52.0,Value 1,Value 77,Value 1,Value 2,Value 3,Value 1,Value 1
21168,Case 4544,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,55:31.0,Value 1,Value 77,Value 1,Value 2,Value 3,Value 1,Value 1
20675,Case 4436,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,42:06.0,Value 1,Value 222,Value 2,Value 1,Value 2,Value 2,Value 2
20673,Case 4436,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,06:00.0,Value 1,Value 222,Value 2,Value 1,Value 2,Value 2,Value 2
20530,Case 4406,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,13:34.0,Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1
20534,Case 4406,Closed,Value 5,2006-12-05 00:00:00+00:00,30:41.0,Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1
20533,Case 4406,Resolve ticket,Value 16,2006-12-05 00:00:00+00:00,30:27.0,Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1
20532,Case 4406,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,44:44.0,Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1
20531,Case 4406,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,15:11.0,Value 1,Value 94,Value 3,Value 1,Value 3,Value 1,Value 1
20613,Case 4423,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,44:08.0,Value 1,Value 120,Value 1,Value 1,Value 2,Value 1,Value 1
20616,Case 4423,Closed,Value 3,2006-12-05 00:00:00+00:00,02:25.0,Value 1,Value 120,Value 1,Value 1,Value 2,Value 1,Value 1
20615,Case 4423,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,02:03.0,Value 1,Value 120,Value 1,Value 1,Value 2,Value 1,Value 1
20614,Case 4423,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,44:14.0,Value 1,Value 120,Value 1,Value 1,Value 2,Value 1,Value 1
20612,Case 4423,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,13:29.0,Value 1,Value 120,Value 1,Value 1,Value 2,Value 1,Value 1
20674,Case 4436,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,38:29.0,Value 1,Value 222,Value 2,Value 1,Value 2,Value 2,Value 2
20421,Case 4384,Take in charge ticket,Value 12,2006-12-05 00:00:00+00:00,52:58.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20420,Case 4384,Wait,Value 12,2006-12-05 00:00:00+00:00,54:03.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20419,Case 4384,Take in charge ticket,Value 12,2006-12-05 00:00:00+00:00,53:56.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20418,Case 4384,Resolve ticket,Value 12,2006-12-05 00:00:00+00:00,53:33.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20417,Case 4384,Take in charge ticket,Value 12,2006-12-05 00:00:00+00:00,53:24.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20416,Case 4384,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,48:37.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20348,Case 4370,Wait,Value 2,2006-12-05 00:00:00+00:00,15:03.0,Value 1,Value 396,Value 16,Value 2,Value 2,Value 1,Value 1
20347,Case 4370,Wait,Value 2,2006-12-05 00:00:00+00:00,21:53.0,Value 1,Value 396,Value 16,Value 2,Value 2,Value 1,Value 1
20346,Case 4370,Insert ticket,Value 1,2006-12-05 00:00:00+00:00,55:16.0,Value 1,Value 396,Value 16,Value 3,Value 2,Value 1,Value 1
20422,Case 4384,Resolve ticket,Value 12,2006-12-05 00:00:00+00:00,53:25.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20423,Case 4384,Closed,Value 5,2006-12-05 00:00:00+00:00,50:37.0,Value 1,Value 62,Value 3,Value 2,Value 1,Value 1,Value 1
20441,Case 4387,Closed,Value 5,2006-12-05 00:00:00+00:00,40:15.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
20440,Case 4387,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,40:05.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
20439,Case 4387,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,32:55.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
20438,Case 4387,Wait,Value 2,2006-12-05 00:00:00+00:00,08:38.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
20437,Case 4387,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,00:22.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
20436,Case 4387,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,00:15.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
20435,Case 4387,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,10:17.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
20434,Case 4387,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,09:37.0,Value 1,Value 301,Value 3,Value 2,Value 2,Value 1,Value 1
16860,Case 3610,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,50:04.0,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2
16862,Case 3610,Take in charge ticket,Value 12,2006-12-05 00:00:00+00:00,23:19.0,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2
16864,Case 3610,Closed,Value 5,2006-12-05 00:00:00+00:00,00:28.0,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2
16863,Case 3610,Resolve ticket,Value 12,2006-12-05 00:00:00+00:00,52:06.0,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2
16861,Case 3610,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,50:18.0,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2
16723,Case 3580,Resolve ticket,Value 15,2006-12-05 00:00:00+00:00,05:16.0,Value 1,Value 73,Value 3,Value 2,Value 3,Value 1,Value 1
16722,Case 3580,Take in charge ticket,Value 15,2006-12-05 00:00:00+00:00,51:06.0,Value 1,Value 73,Value 3,Value 2,Value 3,Value 1,Value 1
16721,Case 3580,Resolve ticket,Value 15,2006-12-05 00:00:00+00:00,38:06.0,Value 1,Value 73,Value 3,Value 2,Value 3,Value 1,Value 1
16720,Case 3580,Take in charge ticket,Value 15,2006-12-05 00:00:00+00:00,20:20.0,Value 1,Value 73,Value 3,Value 2,Value 3,Value 1,Value 1
16719,Case 3580,Assign seriousness,Value 15,2006-12-05 00:00:00+00:00,05:45.0,Value 1,Value 73,Value 3,Value 2,Value 3,Value 1,Value 1
16724,Case 3580,Closed,Value 5,2006-12-05 00:00:00+00:00,05:25.0,Value 1,Value 73,Value 3,Value 2,Value 3,Value 1,Value 1
